timestamp,stock,price,volume,bid_price,ask_price,spread
2025-03-27 09:00:02,XYZ,157.55,1374,157.17,157.69,0.52
2025-03-27 09:00:02,XYZ,193.66,641,193.31,194.42,1.11
2025-03-27 09:00:02,XYZ,127.62,7298,126.86,128.42,1.56
2025-03-27 09:00:02,XYZ,184.48,2140,183.77,184.63,0.86
2025-03-27 09:00:02,XYZ,160.26,3702,159.28,160.49,1.21
2025-03-27 09:00:02,XYZ,138.71,4264,138.33,139.38,1.05
2025-03-27 09:00:02,XYZ,198.06,6553,197.63,198.49,0.86
2025-03-27 09:00:02,XYZ,108.18,6403,107.82,108.45,0.63
2025-03-27 09:00:02,XYZ,160.56,3142,159.57,161.08,1.51
2025-03-27 09:00:02,XYZ,182.52,9877,181.61,183.32,1.71
2025-03-27 09:00:02,XYZ,150.45,7423,149.59,151.08,1.49
2025-03-27 09:00:02,XYZ,137.11,9624,136.56,137.41,0.85
2025-03-27 09:00:02,XYZ,197.94,6853,197.7,198.75,1.05
2025-03-27 09:00:02,XYZ,139.21,1533,138.53,139.37,0.84
2025-03-27 09:00:02,XYZ,133.44,1506,132.86,133.96,1.1
2025-03-27 09:00:02,XYZ,139.71,9622,139.15,140.41,1.26
2025-03-27 09:00:02,XYZ,112.59,3969,112.18,112.82,0.64
2025-03-27 09:00:02,XYZ,186.54,5392,185.92,186.67,0.75
2025-03-27 09:00:02,XYZ,174.97,1750,174.79,175.79,1.0
2025-03-27 09:00:02,XYZ,191.95,9345,191.65,192.76,1.11
2025-03-27 09:00:02,XYZ,183.33,3534,182.43,183.95,1.52
2025-03-27 09:00:02,XYZ,130.66,7497,130.32,131.34,1.02
2025-03-27 09:00:02,XYZ,196.47,7697,195.96,197.06,1.1
2025-03-27 09:00:03,XYZ,165.62,2828,165.1,165.82,0.72
2025-03-27 09:00:03,XYZ,167.99,8493,167.2,168.26,1.06
2025-03-27 09:00:03,XYZ,122.13,3227,122.02,122.27,0.25
2025-03-27 09:00:03,XYZ,191.07,1296,190.59,191.2,0.61
2025-03-27 09:00:03,XYZ,145.55,6631,144.61,146.03,1.42
2025-03-27 09:00:03,XYZ,198.61,479,198.09,199.09,1.0
2025-03-27 09:00:03,XYZ,181.12,4764,180.39,182.11,1.72
2025-03-27 09:00:03,XYZ,137.33,594,136.91,138.26,1.35
2025-03-27 09:00:03,XYZ,107.12,6637,106.21,107.56,1.35
2025-03-27 09:00:03,XYZ,111.65,1089,111.43,112.48,1.05
2025-03-27 09:00:03,XYZ,187.31,6869,186.55,187.57,1.02
2025-03-27 09:00:03,XYZ,118.11,5464,117.21,119.08,1.87
2025-03-27 09:00:03,XYZ,160.4,4354,160.2,161.36,1.16
2025-03-27 09:00:03,XYZ,163.72,9392,163.24,164.18,0.94
2025-03-27 09:00:03,XYZ,171.44,1291,170.84,172.26,1.42
2025-03-27 09:00:03,XYZ,148.09,5725,147.52,148.19,0.67
2025-03-27 09:00:03,XYZ,120.3,5660,120.04,120.63,0.59
2025-03-27 09:00:03,XYZ,128.64,987,128.4,129.11,0.71
2025-03-27 09:00:03,XYZ,110.77,6810,110.12,111.03,0.91
2025-03-27 09:00:03,XYZ,197.28,1128,196.45,198.03,1.58
2025-03-27 09:00:03,XYZ,183.14,2239,182.46,184.09,1.63
2025-03-27 09:00:03,XYZ,121.64,4843,121.32,122.58,1.26
2025-03-27 09:00:03,XYZ,193.44,2188,192.95,194.42,1.47
2025-03-27 09:00:03,XYZ,187.08,2403,186.16,187.23,1.07
2025-03-27 09:00:04,XYZ,146.78,5083,146.32,147.76,1.44
2025-03-27 09:00:04,XYZ,180.13,2217,179.14,180.27,1.13
2025-03-27 09:00:04,XYZ,160.55,6289,160.18,161.25,1.07
2025-03-27 09:00:04,XYZ,163.01,4588,162.76,163.72,0.96
2025-03-27 09:00:04,XYZ,131.5,9600,130.92,132.38,1.46
2025-03-27 09:00:05,XYZ,147.11,4056,146.2,147.26,1.06
2025-03-27 09:00:05,XYZ,176.25,9203,175.27,177.24,1.97
2025-03-27 09:00:05,XYZ,198.96,6265,198.79,199.34,0.55
2025-03-27 09:00:05,XYZ,172.67,5875,171.88,173.19,1.31
2025-03-27 09:00:05,XYZ,197.22,4893,196.91,197.84,0.93
2025-03-27 09:00:05,XYZ,144.1,1656,143.63,144.71,1.08
2025-03-27 09:00:05,XYZ,157.85,4706,157.39,158.43,1.04
2025-03-27 09:00:05,XYZ,150.52,8943,149.77,150.74,0.97
2025-03-27 09:00:05,XYZ,165.49,1654,164.81,166.27,1.46
2025-03-27 09:00:05,XYZ,155.48,9274,155.29,156.35,1.06
2025-03-27 09:00:05,XYZ,180.32,6063,179.4,181.2,1.8
2025-03-27 09:00:05,XYZ,128.24,7489,127.99,128.94,0.95
2025-03-27 09:00:05,XYZ,130.98,7213,130.83,131.17,0.34
2025-03-27 09:00:05,XYZ,137.7,4734,137.42,138.4,0.98
2025-03-27 09:00:05,XYZ,177.29,6428,176.66,178.05,1.39
2025-03-27 09:00:05,XYZ,191.79,3559,191.15,192.47,1.32
2025-03-27 09:00:05,XYZ,102.78,8636,102.15,103.41,1.26
2025-03-27 09:00:05,XYZ,128.34,936,128.14,128.47,0.33
2025-03-27 09:00:05,XYZ,133.81,3542,132.85,134.66,1.81
2025-03-27 09:00:05,XYZ,139.13,542,138.21,139.86,1.65
2025-03-27 09:00:06,XYZ,165.71,458,164.86,166.2,1.34
2025-03-27 09:00:06,XYZ,136.13,7783,135.59,137.12,1.53
2025-03-27 09:00:06,XYZ,147.96,7940,147.07,148.38,1.31
2025-03-27 09:00:06,XYZ,147.49,2757,147.2,148.18,0.98
2025-03-27 09:00:06,XYZ,178.68,8456,177.71,178.92,1.21
2025-03-27 09:00:06,XYZ,136.76,8728,135.84,137.19,1.35
2025-03-27 09:00:06,XYZ,141.64,7748,141.06,141.94,0.88
2025-03-27 09:00:06,XYZ,189.16,383,188.2,189.26,1.06
2025-03-27 09:00:06,XYZ,186.14,7409,185.42,186.82,1.4
2025-03-27 09:00:06,XYZ,112.08,9009,111.51,112.5,0.99
2025-03-27 09:00:06,XYZ,167.61,2996,166.84,168.16,1.32
2025-03-27 09:00:06,XYZ,141.24,6984,140.89,141.65,0.76
2025-03-27 09:00:06,XYZ,182.34,3799,181.59,183.13,1.54
2025-03-27 09:00:06,XYZ,181.55,1282,180.82,181.86,1.04
2025-03-27 09:00:06,XYZ,118.6,2878,118.45,119.01,0.56
2025-03-27 09:00:06,XYZ,126.99,747,126.04,127.22,1.18
2025-03-27 09:00:06,XYZ,119.42,6539,119.13,119.55,0.42
2025-03-27 09:00:06,XYZ,143.82,8407,143.07,144.66,1.59
2025-03-27 09:00:06,XYZ,136.76,4136,135.88,137.09,1.21
2025-03-27 09:00:06,XYZ,116.15,1407,115.58,116.85,1.27
2025-03-27 09:00:06,XYZ,197.17,7372,196.57,197.89,1.32
2025-03-27 09:00:06,XYZ,197.55,5520,197.35,198.41,1.06
2025-03-27 09:00:06,XYZ,189.89,8846,189.36,190.23,0.87
2025-03-27 09:00:06,XYZ,177.56,5685,177.39,178.45,1.06
2025-03-27 09:00:06,XYZ,146.14,2249,145.66,146.47,0.81
2025-03-27 09:00:06,XYZ,105.05,2071,104.61,105.42,0.81
2025-03-27 09:00:06,XYZ,191.71,8932,190.8,192.29,1.49
2025-03-27 09:00:06,XYZ,184.43,7451,183.83,185.17,1.34
2025-03-27 09:00:07,XYZ,128.33,2604,127.41,128.8,1.39
2025-03-27 09:00:07,XYZ,148.86,5622,148.3,149.24,0.94
2025-03-27 09:00:07,XYZ,140.72,663,139.9,141.22,1.32
2025-03-27 09:00:07,XYZ,134.06,8179,133.79,134.37,0.58
2025-03-27 09:00:07,XYZ,134.28,9783,133.29,134.81,1.52
2025-03-27 09:00:07,XYZ,180.65,9116,179.76,180.97,1.21
2025-03-27 09:00:07,XYZ,171.78,2461,170.82,172.44,1.62
2025-03-27 09:00:07,XYZ,198.74,9997,198.12,198.94,0.82
2025-03-27 09:00:07,XYZ,180.29,9711,179.37,181.06,1.69
2025-03-27 09:00:07,XYZ,105.93,8433,105.79,106.3,0.51
2025-03-27 09:00:07,XYZ,164.32,7857,163.97,164.43,0.46
2025-03-27 09:00:07,XYZ,103.69,8478,102.8,104.33,1.53
2025-03-27 09:00:07,XYZ,106.74,2893,106.0,107.69,1.69
2025-03-27 09:00:07,XYZ,129.08,9164,128.13,129.22,1.09
2025-03-27 09:00:07,XYZ,101.14,6925,100.6,101.65,1.05
2025-03-27 09:00:07,XYZ,167.55,2503,167.4,168.42,1.02
2025-03-27 09:00:07,XYZ,193.51,3430,192.69,193.66,0.97
2025-03-27 09:00:07,XYZ,101.0,6161,100.89,101.52,0.63
2025-03-27 09:00:07,XYZ,174.35,6287,173.85,174.67,0.82
2025-03-27 09:00:07,XYZ,143.92,1918,143.3,144.35,1.05
2025-03-27 09:00:07,XYZ,179.53,4501,178.61,180.39,1.78
2025-03-27 09:00:07,XYZ,176.82,2804,176.12,177.7,1.58
2025-03-27 09:00:07,XYZ,194.85,2880,194.59,195.22,0.63
2025-03-27 09:00:07,XYZ,147.66,9900,147.22,148.05,0.83
2025-03-27 09:00:07,XYZ,196.68,9566,196.53,197.03,0.5
2025-03-27 09:00:07,XYZ,123.87,5472,123.67,124.59,0.92
2025-03-27 09:00:07,XYZ,183.84,9807,183.22,183.94,0.72
2025-03-27 09:00:08,XYZ,136.23,7528,135.83,136.71,0.88
2025-03-27 09:00:08,XYZ,152.93,1579,152.34,153.42,1.08
2025-03-27 09:00:08,XYZ,181.53,1354,181.26,182.21,0.95
2025-03-27 09:00:08,XYZ,133.67,9222,133.21,134.46,1.25
2025-03-27 09:00:08,XYZ,157.93,2742,157.5,158.22,0.72
2025-03-27 09:00:08,XYZ,133.63,5014,132.8,133.89,1.09
2025-03-27 09:00:08,XYZ,102.2,1102,101.8,102.4,0.6
2025-03-27 09:00:08,XYZ,160.29,9218,159.34,160.5,1.16
2025-03-27 09:00:09,XYZ,186.0,2720,185.31,186.19,0.88
2025-03-27 09:00:09,XYZ,124.1,2527,123.27,124.33,1.06
2025-03-27 09:00:09,XYZ,183.1,2069,182.99,183.78,0.79
2025-03-27 09:00:09,XYZ,183.32,6741,183.12,184.23,1.11
2025-03-27 09:00:09,XYZ,178.51,548,178.03,178.75,0.72
2025-03-27 09:00:09,XYZ,183.34,7274,183.02,184.13,1.11
2025-03-27 09:00:09,XYZ,144.63,5034,144.5,145.39,0.89
2025-03-27 09:00:09,XYZ,136.63,4046,135.67,137.5,1.83
2025-03-27 09:00:09,XYZ,166.18,1119,165.93,166.79,0.86
2025-03-27 09:00:09,XYZ,172.38,6052,171.42,172.49,1.07
2025-03-27 09:00:09,XYZ,111.34,6147,110.78,112.34,1.56
2025-03-27 09:00:09,XYZ,103.28,9033,102.38,104.17,1.79
2025-03-27 09:00:09,XYZ,188.69,1349,187.85,189.05,1.2
2025-03-27 09:00:09,XYZ,119.19,4507,118.86,119.48,0.62
2025-03-27 09:00:09,XYZ,115.37,3717,115.24,116.35,1.11
2025-03-27 09:00:09,XYZ,180.11,9900,179.6,180.84,1.24
2025-03-27 09:00:09,XYZ,133.53,3719,133.01,134.28,1.27
2025-03-27 09:00:09,XYZ,173.31,2110,172.46,174.16,1.7
2025-03-27 09:00:09,XYZ,100.04,8336,99.36,100.44,1.08
2025-03-27 09:00:09,XYZ,199.33,9987,198.84,199.75,0.91
2025-03-27 09:00:10,XYZ,163.48,1592,162.89,164.32,1.43
2025-03-27 09:00:10,XYZ,168.64,5466,168.54,169.22,0.68
2025-03-27 09:00:10,XYZ,141.04,312,140.19,141.54,1.35
2025-03-27 09:00:10,XYZ,104.33,4943,104.12,104.9,0.78
2025-03-27 09:00:10,XYZ,107.78,7247,106.99,107.92,0.93
2025-03-27 09:00:10,XYZ,100.3,3759,100.01,100.57,0.56
2025-03-27 09:00:10,XYZ,152.99,513,152.63,153.71,1.08
2025-03-27 09:00:10,XYZ,178.28,1491,177.94,179.21,1.27
2025-03-27 09:00:10,XYZ,173.12,4542,173.02,173.41,0.39
2025-03-27 09:00:10,XYZ,162.23,8598,162.07,163.17,1.1
2025-03-27 09:00:11,XYZ,133.84,7282,133.09,134.28,1.19
2025-03-27 09:00:11,XYZ,197.51,2049,196.69,197.7,1.01
2025-03-27 09:00:11,XYZ,183.35,8641,183.13,184.31,1.18
2025-03-27 09:00:11,XYZ,199.96,3275,199.39,200.17,0.78
2025-03-27 09:00:11,XYZ,122.12,2402,121.14,122.33,1.19
2025-03-27 09:00:11,XYZ,160.11,6693,159.81,160.27,0.46
2025-03-27 09:00:11,XYZ,148.19,3963,147.34,148.57,1.23
2025-03-27 09:00:11,XYZ,162.37,2271,162.12,163.23,1.11
2025-03-27 09:00:11,XYZ,129.37,1565,128.68,130.32,1.64
2025-03-27 09:00:11,XYZ,160.81,3476,160.09,161.05,0.96
2025-03-27 09:00:11,XYZ,113.74,7318,113.15,114.18,1.03
2025-03-27 09:00:11,XYZ,103.84,3921,103.32,104.83,1.51
2025-03-27 09:00:11,XYZ,183.09,8952,182.93,183.87,0.94
2025-03-27 09:00:11,XYZ,185.89,7521,185.08,186.18,1.1
2025-03-27 09:00:11,XYZ,184.41,5134,184.13,185.33,1.2
2025-03-27 09:00:11,XYZ,188.37,3571,188.23,189.06,0.83
2025-03-27 09:00:11,XYZ,180.96,9207,180.57,181.42,0.85
2025-03-27 09:00:11,XYZ,145.98,1533,145.29,146.8,1.51
2025-03-27 09:00:11,XYZ,155.66,2633,154.89,156.44,1.55
2025-03-27 09:00:11,XYZ,147.85,959,146.92,147.97,1.05
2025-03-27 09:00:11,XYZ,127.36,5250,127.03,127.73,0.7
2025-03-27 09:00:11,XYZ,172.22,8297,171.58,172.58,1.0
2025-03-27 09:00:11,XYZ,127.9,9726,126.92,128.25,1.33
2025-03-27 09:00:11,XYZ,103.79,818,102.88,104.72,1.84
2025-03-27 09:00:11,XYZ,136.2,3693,135.39,136.75,1.36
2025-03-27 09:00:11,XYZ,186.83,6471,186.66,187.03,0.37
2025-03-27 09:00:12,XYZ,115.0,5829,114.1,115.28,1.18
2025-03-27 09:00:12,XYZ,185.09,3032,184.5,185.46,0.96
2025-03-27 09:00:12,XYZ,146.71,2366,146.47,146.87,0.4
2025-03-27 09:00:13,XYZ,116.24,1744,115.66,116.73,1.07
2025-03-27 09:00:13,XYZ,130.65,5924,129.71,131.49,1.78
2025-03-27 09:00:13,XYZ,151.88,1733,151.46,152.46,1.0
2025-03-27 09:00:13,XYZ,128.97,571,128.27,129.16,0.89
2025-03-27 09:00:13,XYZ,147.94,1073,147.21,148.16,0.95
2025-03-27 09:00:13,XYZ,191.41,6397,190.81,192.17,1.36
2025-03-27 09:00:13,XYZ,188.54,3932,187.77,189.52,1.75
2025-03-27 09:00:13,XYZ,182.45,4190,181.85,182.61,0.76
2025-03-27 09:00:13,XYZ,108.02,3997,107.89,108.67,0.78
2025-03-27 09:00:13,XYZ,103.58,975,103.42,104.52,1.1
2025-03-27 09:00:13,XYZ,169.68,7280,169.07,170.08,1.01
2025-03-27 09:00:13,XYZ,101.48,7659,101.0,101.92,0.92
2025-03-27 09:00:13,XYZ,113.85,1648,113.41,114.14,0.73
2025-03-27 09:00:13,XYZ,156.92,3520,156.34,157.3,0.96
2025-03-27 09:00:13,XYZ,158.97,645,157.99,159.8,1.81
2025-03-27 09:00:13,XYZ,188.92,7753,188.35,189.08,0.73
2025-03-27 09:00:13,XYZ,152.47,2815,151.69,153.28,1.59
2025-03-27 09:00:13,XYZ,135.82,4973,134.84,136.62,1.78
2025-03-27 09:00:13,XYZ,127.86,8268,126.97,128.15,1.18
2025-03-27 09:00:13,XYZ,126.26,5536,126.13,126.53,0.4
2025-03-27 09:00:13,XYZ,135.38,8694,134.98,135.51,0.53
2025-03-27 09:00:13,XYZ,117.57,1800,117.09,118.52,1.43
2025-03-27 09:00:13,XYZ,122.97,1182,122.29,123.51,1.22
2025-03-27 09:00:13,XYZ,114.89,1144,114.71,115.48,0.77
2025-03-27 09:00:13,XYZ,179.1,3199,178.36,179.44,1.08
2025-03-27 09:00:13,XYZ,147.03,8241,146.89,147.15,0.26
2025-03-27 09:00:13,XYZ,145.46,4469,145.18,146.01,0.83
2025-03-27 09:00:13,XYZ,193.92,9345,192.96,194.6,1.64
2025-03-27 09:00:13,XYZ,179.3,1607,178.36,179.67,1.31
2025-03-27 09:00:14,XYZ,118.63,9850,117.66,119.22,1.56
2025-03-27 09:00:14,XYZ,153.92,1596,153.41,154.86,1.45
2025-03-27 09:00:14,XYZ,197.63,8962,196.65,198.28,1.63
2025-03-27 09:00:14,XYZ,157.3,6428,157.06,157.61,0.55
2025-03-27 09:00:14,XYZ,138.93,6382,138.23,139.76,1.53
2025-03-27 09:00:14,XYZ,149.11,9485,148.85,149.45,0.6
2025-03-27 09:00:14,XYZ,141.17,1453,140.45,141.59,1.14
2025-03-27 09:00:14,XYZ,179.63,8419,178.9,180.58,1.68
2025-03-27 09:00:14,XYZ,157.01,4657,156.54,157.34,0.8
2025-03-27 09:00:14,XYZ,179.81,2485,179.07,180.24,1.17
2025-03-27 09:00:14,XYZ,181.05,502,180.58,181.39,0.81
2025-03-27 09:00:15,XYZ,167.4,7320,167.24,167.59,0.35
2025-03-27 09:00:15,XYZ,166.56,5403,166.42,167.19,0.77
2025-03-27 09:00:15,XYZ,140.5,8372,140.08,140.71,0.63
2025-03-27 09:00:15,XYZ,109.26,7061,109.14,110.02,0.88
2025-03-27 09:00:15,XYZ,178.81,2286,178.5,179.54,1.04
2025-03-27 09:00:15,XYZ,142.76,5733,142.48,143.42,0.94
2025-03-27 09:00:15,XYZ,189.44,4026,189.17,190.27,1.1
2025-03-27 09:00:15,XYZ,170.4,7085,170.27,170.78,0.51
2025-03-27 09:00:15,XYZ,109.92,6788,109.15,110.6,1.45
2025-03-27 09:00:15,XYZ,136.42,6354,136.21,137.33,1.12
2025-03-27 09:00:15,XYZ,148.82,3575,148.04,149.32,1.28
2025-03-27 09:00:15,XYZ,164.47,6757,164.2,164.71,0.51
2025-03-27 09:00:15,XYZ,108.63,6137,108.14,108.76,0.62
2025-03-27 09:00:15,XYZ,136.83,5370,136.43,137.38,0.95
2025-03-27 09:00:15,XYZ,138.65,4658,138.01,138.81,0.8
2025-03-27 09:00:15,XYZ,182.87,9806,182.34,182.97,0.63
2025-03-27 09:00:15,XYZ,199.88,5925,199.65,200.58,0.93
2025-03-27 09:00:15,XYZ,176.09,3565,175.79,176.64,0.85
2025-03-27 09:00:15,XYZ,100.95,3581,100.72,101.29,0.57
2025-03-27 09:00:15,XYZ,144.6,9003,144.04,145.36,1.32
2025-03-27 09:00:15,XYZ,149.82,6496,149.24,149.97,0.73
2025-03-27 09:00:15,XYZ,106.92,4392,106.42,107.2,0.78
2025-03-27 09:00:15,XYZ,156.64,2545,155.78,157.31,1.53
2025-03-27 09:00:15,XYZ,150.54,314,150.25,150.96,0.71
2025-03-27 09:00:15,XYZ,113.37,818,112.64,113.83,1.19
2025-03-27 09:00:15,XYZ,109.58,2293,109.0,110.17,1.17
2025-03-27 09:00:16,XYZ,114.33,6620,113.33,114.91,1.58
2025-03-27 09:00:16,XYZ,198.67,2652,198.42,199.22,0.8
2025-03-27 09:00:16,XYZ,189.6,421,188.8,190.22,1.42
2025-03-27 09:00:16,XYZ,181.78,9644,180.9,182.32,1.42
2025-03-27 09:00:16,XYZ,194.32,1956,193.43,195.02,1.59
2025-03-27 09:00:16,XYZ,153.69,8725,152.91,154.24,1.33
2025-03-27 09:00:16,XYZ,151.73,406,151.58,152.29,0.71
2025-03-27 09:00:16,XYZ,168.31,5547,167.44,169.19,1.75
2025-03-27 09:00:16,XYZ,178.04,5589,177.36,178.34,0.98
2025-03-27 09:00:16,XYZ,170.37,4057,169.64,170.87,1.23
2025-03-27 09:00:16,XYZ,120.56,3329,119.6,121.3,1.7
2025-03-27 09:00:16,XYZ,106.87,9590,106.15,107.77,1.62
2025-03-27 09:00:16,XYZ,192.37,374,192.04,193.0,0.96
2025-03-27 09:00:16,XYZ,149.0,8998,148.65,149.3,0.65
2025-03-27 09:00:16,XYZ,134.65,7968,134.29,135.38,1.09
2025-03-27 09:00:16,XYZ,132.51,6788,131.89,133.2,1.31
2025-03-27 09:00:16,XYZ,189.48,1228,188.63,189.87,1.24
2025-03-27 09:00:16,XYZ,195.87,6362,195.76,196.24,0.48
2025-03-27 09:00:16,XYZ,128.4,3574,127.66,128.73,1.07
2025-03-27 09:00:16,XYZ,173.59,5290,173.16,174.0,0.84
2025-03-27 09:00:16,XYZ,162.02,3206,161.31,162.36,1.05
2025-03-27 09:00:16,XYZ,133.53,7586,133.03,133.8,0.77
2025-03-27 09:00:16,XYZ,118.51,5163,117.82,119.46,1.64
2025-03-27 09:00:16,XYZ,188.9,5832,188.6,189.11,0.51
2025-03-27 09:00:16,XYZ,128.94,2646,128.83,129.84,1.01
2025-03-27 09:00:16,XYZ,120.75,6112,120.31,120.9,0.59
2025-03-27 09:00:16,XYZ,157.8,3337,157.22,158.29,1.07
2025-03-27 09:00:16,XYZ,170.76,7651,169.97,171.31,1.34
2025-03-27 09:00:16,XYZ,102.01,3541,101.58,102.19,0.61
2025-03-27 09:00:16,XYZ,188.47,3612,187.96,188.62,0.66
2025-03-27 09:00:17,XYZ,189.62,779,189.08,190.15,1.07
2025-03-27 09:00:17,XYZ,146.38,3558,146.2,146.5,0.3
2025-03-27 09:00:17,XYZ,192.2,5455,191.4,192.58,1.18
2025-03-27 09:00:17,XYZ,167.79,9563,167.29,168.19,0.9
2025-03-27 09:00:17,XYZ,136.88,9593,135.95,137.23,1.28
2025-03-27 09:00:17,XYZ,145.73,4190,144.84,145.93,1.09
2025-03-27 09:00:17,XYZ,167.78,6824,167.3,168.56,1.26
2025-03-27 09:00:17,XYZ,156.27,5875,155.77,156.66,0.89
2025-03-27 09:00:17,XYZ,185.09,1389,184.65,185.84,1.19
2025-03-27 09:00:17,XYZ,149.52,7493,149.18,150.19,1.01
2025-03-27 09:00:17,XYZ,196.17,3193,195.87,196.41,0.54
2025-03-27 09:00:17,XYZ,161.9,2319,160.9,162.65,1.75
2025-03-27 09:00:17,XYZ,188.07,3494,187.71,188.39,0.68
2025-03-27 09:00:17,XYZ,113.9,8234,113.75,114.31,0.56
2025-03-27 09:00:17,XYZ,103.16,1768,103.03,104.09,1.06
2025-03-27 09:00:17,XYZ,125.28,5689,124.73,125.46,0.73
2025-03-27 09:00:17,XYZ,144.85,7685,143.89,145.7,1.81
2025-03-27 09:00:17,XYZ,179.07,1038,178.54,179.39,0.85
2025-03-27 09:00:17,XYZ,149.66,566,149.35,150.01,0.66
2025-03-27 09:00:17,XYZ,137.03,3300,136.13,137.77,1.64
2025-03-27 09:00:17,XYZ,182.13,4257,181.83,182.44,0.61
2025-03-27 09:00:17,XYZ,161.36,2185,160.96,161.99,1.03
2025-03-27 09:00:17,XYZ,134.9,1195,134.54,135.51,0.97
2025-03-27 09:00:17,XYZ,119.48,2180,118.79,119.99,1.2
2025-03-27 09:00:17,XYZ,153.44,836,152.49,153.63,1.14
2025-03-27 09:00:18,XYZ,156.85,3684,156.68,157.12,0.44
2025-03-27 09:00:18,XYZ,112.15,3174,111.21,112.56,1.35
2025-03-27 09:00:18,XYZ,156.39,4267,156.09,156.68,0.59
2025-03-27 09:00:18,XYZ,190.43,7107,189.63,190.66,1.03
2025-03-27 09:00:18,XYZ,118.69,9003,117.87,118.97,1.1
2025-03-27 09:00:19,XYZ,147.07,9416,146.23,147.33,1.1
2025-03-27 09:00:19,XYZ,127.59,4952,126.87,128.32,1.45
2025-03-27 09:00:19,XYZ,169.84,1929,169.73,170.25,0.52
2025-03-27 09:00:19,XYZ,148.35,1517,147.98,149.32,1.34
2025-03-27 09:00:19,XYZ,128.75,1846,127.79,129.69,1.9
2025-03-27 09:00:19,XYZ,172.2,5316,171.6,173.03,1.43
2025-03-27 09:00:19,XYZ,166.39,9780,165.39,167.11,1.72
2025-03-27 09:00:19,XYZ,105.03,4543,104.34,105.95,1.61
2025-03-27 09:00:19,XYZ,103.07,1171,102.36,104.04,1.68
2025-03-27 09:00:19,XYZ,140.58,1668,140.05,140.81,0.76
2025-03-27 09:00:19,XYZ,163.39,4980,162.78,164.29,1.51
2025-03-27 09:00:19,XYZ,170.26,3525,169.32,170.83,1.51
2025-03-27 09:00:19,XYZ,150.06,1522,149.29,150.73,1.44
2025-03-27 09:00:19,XYZ,147.57,8862,147.15,148.34,1.19
2025-03-27 09:00:19,XYZ,127.81,8297,127.47,128.48,1.01
2025-03-27 09:00:19,XYZ,181.04,2884,180.33,181.17,0.84
2025-03-27 09:00:19,XYZ,179.92,4307,179.77,180.75,0.98
2025-03-27 09:00:19,XYZ,161.54,6183,160.85,161.72,0.87
2025-03-27 09:00:19,XYZ,187.81,6564,186.98,188.29,1.31
2025-03-27 09:00:19,XYZ,171.59,2562,171.2,172.23,1.03
2025-03-27 09:00:19,XYZ,161.96,5291,161.53,162.51,0.98
2025-03-27 09:00:19,XYZ,140.02,5238,139.9,140.42,0.52
2025-03-27 09:00:19,XYZ,149.74,3663,149.45,149.86,0.41
2025-03-27 09:00:19,XYZ,105.32,1544,105.17,105.76,0.59
2025-03-27 09:00:20,XYZ,143.47,1419,142.58,143.63,1.05
2025-03-27 09:00:20,XYZ,155.11,9533,154.77,155.32,0.55
2025-03-27 09:00:20,XYZ,139.96,4749,139.16,140.23,1.07
2025-03-27 09:00:20,XYZ,143.34,9836,143.23,144.13,0.9
2025-03-27 09:00:20,XYZ,181.87,1551,181.47,182.79,1.32
